"OBJECTID,N,10,0","IDENT,C,254","NOM,C,254","VLEGALE,N,19,8","REF,C,254","DDEBUT,D","DFIN,D","SENS,C,254","PHJM,N,19,8","PHJS,N,19,8","TJM,N,19,8","COMMENTAIR,C,254","MOIS,N,19,8","ANNEE,N,19,8","TYPECOMPTA,C,50","IDENTSIG,N,19,10"
2478,490TR2805,Avenue des Apothicaires,50,2020_005_02,30/09/11,06/10/11,Verte-Commercial,927,600,5890,#N/A,9,2011,Magnétique,2805
2479,490TR2805,Avenue des Apothicaires,50,2027_006_02,30/09/11,06/10/11,Verte-Ganges,736,939,6602,#N/A,9,2011,Magnétique,2805
2476,490TR2805,Avenue des Apothicaires,50,2056_005_01,30/09/11,06/10/11,Gange-Verte,354,461,2834,#N/A,9,2011,Magnétique,2805
1670,490TR2792,Avenue des Apothicaires,50,224_001_01,21/01/09,27/01/09,Croix Verte-Puech Villa,999,952,7801,#N/A,1,2009,Pneumatique,2792
1669,490TR2792,Avenue des Apothicaires,50,213_001_01,21/01/09,27/01/09,Puech Villa-Croix Verte,948,1023,8117,#N/A,1,2009,Pneumatique,2792
1097,490TR2814,Avenue des Apothicaires,50,204_009_01,23/06/06,29/06/06,Ganges-Puech,829,729,6966,#N/A,6,2006,Pneumatique,2814
1090,490TR2788,Avenue des Apothicaires,50,203_008_01,23/06/06,29/06/06,Puech-Ganges,811,690,6395,#N/A,6,2006,Pneumatique,2788
1098,490TR2814,Avenue des Apothicaires,50,213_004_01,23/06/06,29/06/06,Puech-Ganges,833,967,7732,#N/A,6,2006,Pneumatique,2814
1094,490TR2792,Avenue des Apothicaires,50,215_005_01,23/06/06,29/06/06,Ganges-Puech,1047,1092,8811,#N/A,6,2006,Pneumatique,2792
1091,490TR2788,Avenue des Apothicaires,50,202_010_01,23/06/06,29/06/06,Ganges-Puech,603,758,2673,Tube coupé,6,2006,Pneumatique,2788
3596,3001TR1415,Avenue d'El Alamein,50,0038_003_01,12/10/13,18/10/13,Bret_Castelle,739,809,9346,,10,2013,Magnétique,1415
3597,3001TR1415,Avenue d'El Alamein,50,0195_002_01,12/10/13,18/10/13,Bret_Castelle,492,491,3784,,10,2013,Magnétique,1415
3598,3001TR1415,Avenue d'El Alamein,50,6503_002_02,12/10/13,18/10/13,Castelle_Bret,547,513,4611,,10,2013,Magnétique,1415
3599,3001TR1415,Avenue d'El Alamein,50,6511_003_02,12/10/13,18/10/13,Castelle_Bret,9999,9999,9999,,10,2013,Magnétique,1415
1588,3001TR1415,Avenue d'El Alamein,50,230_001_01,20/11/08,26/11/08,Pavelet-Bret,877,935,2799,#N/A,11,2008,Pneumatique,1415
1589,3001TR1415,Avenue d'El Alamein,50,209_012_01,20/11/08,26/11/08,Bret-Pavelet,915,951,2810,#N/A,11,2008,Pneumatique,1415
1581,2139TR1474,Avenue de Villeneuve-Angoulème,50,224_008_01,20/11/08,26/11/08,Angoulème-Nouguier,94,154,1053,#N/A,11,2008,Pneumatique,1474
1168,2139TR1625,Avenue de Villeneuve-Angoulème,50,213_009_01,06/12/06,12/12/06,Verdier-Pavelet,187,268,1964,#N/A,12,2006,Pneumatique,1625
730,2139TR5701,Avenue de Villeneuve-Angoulème,50,872_009_01,16/06/04,22/06/04,Verdier-Liberté,813,526,5408,#N/A,6,2004,Pneumatique,5701
2752,2100TR8673,Avenue de Vanières,50,2274_004_02,12/11/12,18/11/12,Valery-Recambale,610,620,6318,#N/A,11,2012,Magnétique,8673
2751,2100TR8675,Avenue de Vanières,50,2065_017_01,12/11/12,18/11/12,Recambale-Valery,575,628,7302,#N/A,11,2012,Magnétique,8675
2749,2100TR8675,Avenue de Vanières,50,2033_013_01,12/11/12,18/11/12,Recambale-Loup,91,157,1238,#N/A,11,2012,Magnétique,8675
2750,2100TR8675,Avenue de Vanières,50,2056_017_01,12/11/12,18/11/12,Recambale-Valery,668,596,5902,#N/A,11,2012,Magnétique,8675
2753,2100TR8673,Avenue de Vanières,50,2285_004_02,12/11/12,18/11/12,Valery-Recambale,730,661,6025,#N/A,11,2012,Magnétique,8673
2754,2100TR8673,Avenue de Vanières,50,2104_004_02,12/11/12,18/11/12,Valery-Loup,135,147,1358,#N/A,11,2012,Magnétique,8673
1395,2100TR522,Avenue de Vanières,50,212_004_01,25/01/08,31/01/08,Vanières-Valery,720,780,7994,#N/A,1,2008,Pneumatique,522
506,2100TR522,Avenue de Vanières,50,1933.001.01,24/04/02,30/04/02,Recambale-Dunkerque,1488,1399,14452,#N/A,4,2002,Pneumatique,522
507,2100TR522,Avenue de Vanières,50,1558.001.01,24/04/02,30/04/02,Dunkerque-Recambale,1526,1688,17185,#N/A,4,2002,Pneumatique,522
3584,2057TR6000,Avenue de Toulouse,50,2082_016_01,11/10/13,17/10/13,Flouch_Poutingon,486,514,4821,,10,2013,Magnétique,6000
3585,2057TR6000,Avenue de Toulouse,50,2065_016_01,11/10/13,17/10/13,Flouch_Poutingon,694,709,8638,,10,2013,Magnétique,6000
3586,2057TR6000,Avenue de Toulouse,50,2293_012_02,11/10/13,17/10/13,Poutingon_Flouch,1158,1503,14420,,10,2013,Magnétique,6000
3060,2057TR1645,Avenue de Toulouse,9999,CT59_2013-03-18.xls,18/03/13,24/03/13,Bugarel-Chasseurs,351,312,3941,,3,2013,Regulation,1645
3061,2057TR1662,Avenue de Toulouse,9999,CT60_2013-03-18.xls,18/03/13,24/03/13,Liberté-Chasseur,0,0,0,,3,2013,Regulation,1662
3183,2057TR1645,Avenue de Toulouse,9999,CT59_2013-03-18.xls,18/03/13,24/03/13,Bugarel-Chasseurs,351,312,3941,,3,2013,Regulation,1645
3184,2057TR1662,Avenue de Toulouse,9999,CT60_2013-03-18.xls,18/03/13,24/03/13,Liberté-Chasseur,0,0,0,,3,2013,Regulation,1662
2844,2057TR1645,Avenue de Toulouse,9999,CT59_2012-11-19.xls,19/11/12,25/11/12,Bugarel-Chasseurs,342,306,4001,0,11,2012,Regulation,1645
2780,2057TR1662,Avenue de Toulouse,9999,CT60_2012-03-19.xls,19/03/12,25/03/12,Liberté-Chasseur,248,347,3394,0,3,2012,Regulation,1662
2779,2057TR1645,Avenue de Toulouse,9999,CT59_2012-03-19.xls,19/03/12,25/03/12,Bugarel-Chasseurs,342,344,4007,0,3,2012,Regulation,1645
2499,2057TR1664,Avenue de Toulouse,50,2020_007_02,18/11/11,24/11/11,8Mai-Chasseurs,458,683,6517,#N/A,11,2011,Magnétique,1664
2498,2057TR1664,Avenue de Toulouse,50,2027_008_02,18/11/11,24/11/11,8Mai-Chasseurs,360,355,2515,#N/A,11,2011,Magnétique,1664
2497,2057TR1664,Avenue de Toulouse,50,2033_008_01,18/11/11,24/11/11,Chasseurs-8Mai,295,278,2245,#N/A,11,2011,Magnétique,1664
2496,2057TR1664,Avenue de Toulouse,50,1567_011_01,18/11/11,24/11/11,Chasseurs-8Mai,476,544,5567,#N/A,11,2011,Magnétique,1664
2406,2057TR1728,Avenue de Toulouse,50,2065_002_02,15/04/11,21/04/11,Clémenceau-Dunkerque,604,704,6328,#N/A,4,2011,Magnétique,1728
2407,2057TR1728,Avenue de Toulouse,50,2082_002_02,15/04/11,21/04/11,Clémenceau-Dunkerque,307,386,1384,Travaux,4,2011,Magnétique,1728
2404,2057TR1728,Avenue de Toulouse,50,1459_005_01,15/04/11,21/04/11,Dunkerque-Clémenceau,445,454,5253,#N/A,4,2011,Magnétique,1728
2405,2057TR1728,Avenue de Toulouse,50,1567_005_01,15/04/11,21/04/11,Dunkerque-Clémenceau,466,504,4884,#N/A,4,2011,Magnétique,1728
2294,2057TR1645,Avenue de Toulouse,9999,CT59_2011-03-21.xls,21/03/11,27/03/11,Bugarel-Chasseurs,316,269,3426,0,3,2011,Regulation,1645
2295,2057TR1662,Avenue de Toulouse,9999,CT60_2011-03-21.xls,21/03/11,27/03/11,Liberté-Chasseur,411,510,5465,0,3,2011,Regulation,1662
1381,2057TR1649,Avenue de Toulouse,50,217_001_02,11/01/08,17/01/08,Dunkerque-8Mai1945,509,541,6809,#N/A,1,2008,Pneumatique,1649
1380,2057TR1649,Avenue de Toulouse,50,217_001_01,11/01/08,17/01/08,8Mai1945-Dunkerque,654,869,8888,#N/A,1,2008,Pneumatique,1649
1374,2057TR1645,Avenue de Toulouse,50,212_001_02,09/01/08,15/01/08,8Mai1945-Dunkerque,762,899,8944,#N/A,1,2008,Pneumatique,1645
1373,2057TR1645,Avenue de Toulouse,50,212_001_01,09/01/08,15/01/08,Dunkerque-8Mai1945,787,735,9165,#N/A,1,2008,Pneumatique,1645
1357,2057TR564,Avenue de Toulouse,50,217_011_02,18/12/07,24/12/07,Dunkerque-8Mai,761,802,10136,R.A.S,12,2007,Pneumatique,564
1356,2057TR564,Avenue de Toulouse,50,217_011_01,18/12/07,24/12/07,8Mai-Dunkerque,690,883,9027,R.A.S,12,2007,Pneumatique,564
504,2057TR6635,Avenue de Toulouse,50,1560.001.01,24/04/02,30/04/02,Dukerque-Rieucoulon,1758,1846,22108,#N/A,4,2002,Pneumatique,6635
505,2057TR6635,Avenue de Toulouse,50,1560.001.02,24/04/02,30/04/02,Rieucoulon-Dunkerque,1557,1644,20245,#N/A,4,2002,Pneumatique,6635
362,2057TR1645,Avenue de Toulouse,50,TOUL.002,14/03/00,20/03/00,45-Dunkerque,1007,978,12227,#N/A,3,2000,Pneumatique,1645
2917,1953TR3357,Avenue de Saint Maur,50,2293_004_01,06/12/12,12/12/12,Françoise-Palombes,106,216,1398,0,12,2012,Magnétique,3357
2918,1953TR3357,Avenue de Saint Maur,50,2335_006_02,06/12/12,12/12/12,Palombes-Françoise,105,83,773,0,12,2012,Magnétique,3357
2607,1953TR3384,Avenue de Saint Maur,50,2065_006_01,28/03/12,03/04/12,Pépinière-Castelnau,78,146,997,#N/A,3,2012,Magnétique,3384
2201,1953TR3749,Avenue de Saint Maur,50,1459_005_02,11/12/10,17/12/10,Ricard-Pépignière,78,68,573,#N/A,12,2010,Magnétique,3749
2204,1953TR3385,Avenue de Saint Maur,50,208_010_01,07/12/10,13/12/10,Pépinière-Sauret,93,153,1126,#N/A,12,2010,Pneumatique,3385
2200,1953TR3749,Avenue de Saint Maur,50,1567_010_01,11/12/10,17/12/10,Pépinière-Ricard,41,59,388,#N/A,12,2010,Magnétique,3749
2205,1953TR3385,Avenue de Saint Maur,50,208_010_02,07/12/10,13/12/10,Sauret-Pépinière,81,64,666,#N/A,12,2010,Pneumatique,3385
1903,1953TR3760,Avenue de Saint Maur,50,228_001_02,08/01/10,14/01/10,Castelnau-Ricard,215,200,1726,#N/A,1,2010,Pneumatique,3760
1902,1953TR3760,Avenue de Saint Maur,50,228_001_01,08/01/10,14/01/10,Ricard-Castelnau,237,248,1996,#N/A,1,2010,Pneumatique,3760
1904,1953TR3761,Avenue de Saint Maur,50,216_001_01,08/01/10,14/01/10,Ricard-Castelnau,116,84,789,#N/A,1,2010,Pneumatique,3761
1905,1953TR3761,Avenue de Saint Maur,50,216_001_02,08/01/10,14/01/10,Castelnau-Ricard,64,81,624,#N/A,1,2010,Pneumatique,3761
1179,1953TR3738,Avenue de Saint Maur,50,209_010_01,21/12/06,27/12/06,Pepiniere-Sauret,144,239,1633,#N/A,12,2006,Pneumatique,3738
1180,1953TR3738,Avenue de Saint Maur,50,209_010_02,21/12/06,27/12/06,Sauret-Pepiniere,100,114,977,#N/A,12,2006,Pneumatique,3738
1181,1953TR3739,Avenue de Saint Maur,50,214_007_01,21/12/06,27/12/06,Pepiniere-Sports,250,313,2349,#N/A,12,2006,Pneumatique,3739
1182,1953TR3739,Avenue de Saint Maur,50,214_007_02,21/12/06,27/12/06,Sports-Pepiniere,189,202,1669,#N/A,12,2006,Pneumatique,3739
1061,1953TR3738,Avenue de Saint Maur,50,202_009_02,23/05/06,29/05/06,Maurice-Pepiniere,83,94,832,#N/A,5,2006,Pneumatique,3738
1060,1953TR3738,Avenue de Saint Maur,50,202_009_01,23/05/06,29/05/06,Pepiniere-Maurice,138,291,1650,#N/A,5,2006,Pneumatique,3738
1062,1953TR3739,Avenue de Saint Maur,50,210_003_01,23/05/06,29/05/06,Pepiniere-Sports,425,448,4185,#N/A,5,2006,Pneumatique,3739
1063,1953TR3739,Avenue de Saint Maur,50,210_003_02,23/05/06,29/05/06,Sports-Pepiniere,181,201,1449,#N/A,5,2006,Pneumatique,3739
1024,1953TR3770,Avenue de Saint Maur,50,201_006_01,07/04/06,13/04/06,Nimes-Pepiniere,100,92,937,#N/A,4,2006,Pneumatique,3770
1025,1953TR3770,Avenue de Saint Maur,50,201_006_02,07/04/06,13/04/06,Pepiniere-Nimes,97,108,912,#N/A,4,2006,Pneumatique,3770
1028,1953TR3385,Avenue de Saint Maur,50,204_006_01,07/04/06,13/04/06,Pepiniere-Giratoire,140,253,1613,#N/A,4,2006,Pneumatique,3385
1029,1953TR3385,Avenue de Saint Maur,50,204_006_02,07/04/06,13/04/06,Giratoire-Pepiniere,61,70,658,#N/A,4,2006,Pneumatique,3385
2630,1948TR3969,Avenue de Saint Lazare,50,2017_009_01,05/06/12,11/06/12,Justice-Nimes,516,518,4871,#N/A,6,2012,Magnétique,3969
2631,1948TR3969,Avenue de Saint Lazare,50,2021_006_02,05/06/12,11/06/12,Nimes-Justice,368,417,3511,#N/A,6,2012,Magnétique,3969
2598,1948TR3969,Avenue de Saint Lazare,50,2021_005_01,27/03/12,02/04/12,Castelnau-Nimes,579,500,4741,#N/A,3,2012,Magnétique,3969
2599,1948TR3969,Avenue de Saint Lazare,50,2082_003_02,27/03/12,02/04/12,Nimes-Castelnau,448,469,3808,#N/A,3,2012,Magnétique,3969
1859,1948TR3803,Avenue de Saint Lazare,50,211_009_01,30/09/09,06/10/09,Nimes-Justice,421,571,4669,#N/A,9,2009,Pneumatique,3803
1860,1948TR3803,Avenue de Saint Lazare,50,211_009_02,30/09/09,06/10/09,Justice-Nimes,701,494,5234,#N/A,9,2009,Pneumatique,3803
1813,1948TR3969,Avenue de Saint Lazare,50,217_006_01,19/06/09,25/06/09,Nimes-Justice,356,434,4093,#N/A,6,2009,Pneumatique,3969
1814,1948TR3969,Avenue de Saint Lazare,50,217_006_02,19/06/09,25/06/09,Justice-Nimes,550,438,4827,#N/A,6,2009,Pneumatique,3969
1291,1948TR3969,Avenue de Saint Lazare,50,213_006_02,05/09/07,11/09/07,Nimes-Castelnau,387,490,3866,R.A.S,9,2007,Pneumatique,3969
1290,1948TR3969,Avenue de Saint Lazare,50,213_006_01,05/09/07,11/09/07,Castelnau-Nimes,476,403,3741,R.A.S,9,2007,Pneumatique,3969
325,1948TR3803,Avenue de Saint Lazare,50,LAZA.004,19/05/99,25/05/99,Castelnau-Nimes,394,572,4648,#N/A,5,1999,Pneumatique,3803
324,1948TR3803,Avenue de Saint Lazare,50,LAZA.003,19/05/99,25/05/99,Nimes-Castelnau,516,566,6215,#N/A,5,1999,Pneumatique,3803
3559,1895TR2709,Avenue de Rome,50,223_002_02,01/10/13,07/10/13,Salinier_Cavailles,286,255,2336,,10,2013,Pneumatique,2709
3558,1895TR2709,Avenue de Rome,50,223_002_01,01/10/13,07/10/13,Cavailles_Salinier,236,287,2398,,10,2013,Pneumatique,2709
3593,1640TR21213,Avenue de Palavas,50,211_008_01,12/10/13,18/10/13,Palavas_Prés d'Arénes,1337,1403,16224,,10,2013,Pneumatique,21213
3595,1640TR14853,Avenue de Palavas,50,216_007_02,12/10/13,18/10/13,Prés d'Arénes_Palavas,1841,2563,25990,,10,2013,Pneumatique,14853
3594,1640TR21219,Avenue de Palavas,50,6502_004_01,12/10/13,18/10/13,Palavas_Prés d'Arénes,754,725,6061,,10,2013,Magnétique,21219
3059,1640TR126,Avenue de Palavas,9999,CT75_2013-03-18.xls,18/03/13,24/03/13,Fabrèges-Bazille,132,114,1316,,3,2013,Regulation,126
3182,1640TR126,Avenue de Palavas,9999,CT75_2013-03-18.xls,18/03/13,24/03/13,Fabrèges-Bazille,132,114,1316,,3,2013,Regulation,126
2939,1640TR380,Avenue de Palavas,50,2306_001_02,08/01/13,14/01/13,Leclerc_Moulares,702,627,7158,0,1,2013,Magnétique,380
2938,1640TR380,Avenue de Palavas,50,2303_001_01,08/01/13,14/01/13,Moulares_Leclerc,331,427,3982,0,1,2013,Magnétique,380
2940,1640TR380,Avenue de Palavas,50,2324_001_02,08/01/13,14/01/13,Leclerc_Moulares,397,344,3488,0,1,2013,Magnétique,380
2937,1640TR380,Avenue de Palavas,50,2293_001_01,08/01/13,14/01/13,Moulares_Leclerc,414,481,5439,0,1,2013,Magnétique,380
2843,1640TR126,Avenue de Palavas,9999,CT75_2012-11-19.xls,19/11/12,25/11/12,Fabrèges-Bazille,139,158,1386,0,11,2012,Regulation,126
2778,1640TR126,Avenue de Palavas,9999,CT75_2012-03-19.xls,19/03/12,25/03/12,Fabrèges-Bazille,155,173,1513,0,3,2012,Regulation,126
2544,1640TR5792,Avenue de Palavas,50,2025_001_01,09/01/12,15/01/12,Arênes-Strasbourg,518,424,4505,#N/A,1,2012,Magnétique,5792
2545,1640TR5792,Avenue de Palavas,50,2033_001_02,09/01/12,15/01/12,Strasbourg-Arênes,266,339,3432,#N/A,1,2012,Magnétique,5792
2421,1640TR380,Avenue de Palavas,50,2025_002_02,18/05/11,24/05/11,Strasbourg-Arènes,451,463,5243,#N/A,5,2011,Magnétique,380
2419,1640TR1361,Avenue de Palavas,50,211_007_01,18/05/11,24/05/11,Fourcade-Strasbourg,409,371,4356,#N/A,5,2011,Pneumatique,1361
2422,1640TR380,Avenue de Palavas,50,2056_002_02,18/05/11,24/05/11,Strasbourg-Arènes,193,229,2165,#N/A,5,2011,Magnétique,380
2423,1640TR5877,Avenue de Palavas,50,2033_002_02,18/05/11,24/05/11,Strasbourg-Arènes,427,530,5957,#N/A,5,2011,Magnétique,5877
2293,1640TR126,Avenue de Palavas,9999,CT75_2011-03-21.xls,21/03/11,27/03/11,Fabrèges-Bazille,294,289,2960,0,3,2011,Regulation,126
1601,1640TR5485,Avenue de Palavas,50,218_008_01,03/12/08,09/12/08,Rabelais-Strasbourg,555,425,5355,#N/A,12,2008,Pneumatique,5485
1233,1640TR5876,Avenue de Palavas,50,208_004_01,18/04/07,24/04/07,Strasbourg-Arenes,462,519,6086,R.A.S,4,2007,Pneumatique,5876
1234,1640TR5876,Avenue de Palavas,50,215_003_01,18/04/07,24/04/07,Arenes-Strasbourg,678,577,3638,Compteur défectueux,4,2007,Pneumatique,5876
517,1640TR3882,Avenue de Palavas,50,9989.002.01,16/05/02,22/05/02,Strasbourg-Arènes,740,911,10076,#N/A,5,2002,Pneumatique,3882
516,1640TR3882,Avenue de Palavas,50,1559.001.01,16/05/02,22/05/02,Arènes-Strasbourg,884,763,8283,#N/A,5,2002,Pneumatique,3882
515,1640TR1381,Avenue de Palavas,50,1933.002.01,16/05/02,22/05/02,Strasbourg-Arènes,748,899,10235,#N/A,5,2002,Pneumatique,1381
514,1640TR1381,Avenue de Palavas,50,1560.002.01,16/05/02,22/05/02,Arènes-Strasbourg,658,620,2184,#N/A,5,2002,Pneumatique,1381
513,1640TR380,Avenue de Palavas,50,1938.001.02,16/05/02,22/05/02,Strasbourg-Arènes,1064,1254,14513,#N/A,5,2002,Pneumatique,380
512,1640TR380,Avenue de Palavas,50,1938.001.01,16/05/02,22/05/02,Arènes-Strasbourg,718,667,4507,#N/A,5,2002,Pneumatique,380
521,1640TR5485,Avenue de Palavas,50,1560.003.01,29/05/02,04/06/02,Arènes-Strasbourg,782,707,8071,#N/A,5,2002,Pneumatique,5485
520,1640TR5486,Avenue de Palavas,50,1935.001.01,16/05/02,22/05/02,Arènes-Strasbourg,764,665,7065,#N/A,5,2002,Pneumatique,5486
518,1640TR5792,Avenue de Palavas,50,1558.002.01,16/05/02,22/05/02,Arènes-Strasbourg,667,635,4892,#N/A,5,2002,Pneumatique,5792
519,1640TR5792,Avenue de Palavas,50,1936.002.01,16/05/02,22/05/02,Strasbourg-Arènes,429,536,6188,#N/A,5,2002,Pneumatique,5792
3058,1598TR7567,Avenue de Nîmes,9999,CT40_2013-03-18.xls,18/03/13,24/03/13,Delmas-Verdanson,643,562,6393,,3,2013,Regulation,7567
3181,1598TR7567,Avenue de Nîmes,9999,CT40_2013-03-18.xls,18/03/13,24/03/13,Delmas-Verdanson,643,562,6393,,3,2013,Regulation,7567
2842,1598TR7567,Avenue de Nîmes,9999,CT40_2012-11-19.xls,19/11/12,25/11/12,Delmas-Verdanson,636,637,6946,0,11,2012,Regulation,7567
2777,1598TR7567,Avenue de Nîmes,9999,CT40_2012-03-19.xls,19/03/12,25/03/12,Delmas-Verdanson,636,753,6204,0,3,2012,Regulation,7567
2388,1598TR3804,Avenue de Nîmes,50,1469_004_01,25/03/11,31/03/11,Castelnau-Corum,555,493,5310,#N/A,3,2011,Magnétique,3804
2387,1598TR3804,Avenue de Nîmes,50,1567_004_01,25/03/11,31/03/11,Castelnau-Corum,530,525,5798,#N/A,3,2011,Magnétique,3804
2386,1598TR3804,Avenue de Nîmes,50,1459_004_01,25/03/11,31/03/11,Castelnau-Corum,300,293,3181,#N/A,3,2011,Magnétique,3804
2292,1598TR7567,Avenue de Nîmes,9999,CT40_2011-03-21.xls,21/03/11,27/03/11,Delmas-Verdanson,588,559,6118,0,3,2011,Regulation,7567
2239,1598TR6478,Avenue de Nîmes,50,204_002_01,25/03/11,11/03/82,Corum-Castelnau,220,314,3074,#N/A,1,2011,Pneumatique,6478
407,1598TR6478,Avenue de Nîmes,50,NIME.002,19/10/00,25/10/00,Castenau-novembre,1361,1182,15795,#N/A,10,2000,Pneumatique,6478
322,1598TR3806,Avenue de Nîmes,50,NIME.002,19/05/99,25/05/99,Corum-Castelnau,409,823,8103,#N/A,5,1999,Pneumatique,3806
2951,1544TR2201,Avenue de Monsieur Teste,50,2327_001_01,10/01/13,16/01/13,Esperandieu_Valencia,151,190,1296,0,1,2013,Magnétique,2201
2950,1544TR2215,Avenue de Monsieur Teste,50,2274_001_02,10/01/13,16/01/13,Eiffel_Laverune,131,181,1434,0,1,2013,Magnétique,2215
2949,1544TR2215,Avenue de Monsieur Teste,50,2104_001_01,10/01/13,16/01/13,Laverune_Eiffel,195,247,1869,0,1,2013,Magnétique,2215
2952,1544TR2201,Avenue de Monsieur Teste,50,2332_001_02,10/01/13,16/01/13,Valencia_Esperandieu,131,167,1406,0,1,2013,Magnétique,2201
2710,1544TR1917,Avenue de Monsieur Teste,50,2306_003_02,28/09/12,04/10/12,Félibres-Gours,7,6,37,#N/A,9,2012,Magnétique,1917
2709,1544TR1917,Avenue de Monsieur Teste,50,2291_003_01,19/09/12,25/09/12,Gours-Félibres,141,152,1290,#N/A,9,2012,Magnétique,1917
1551,1544TR2009,Avenue de Monsieur Teste,50,210_006_01,08/10/08,14/10/08,Laverune-Liberté,106,70,610,#N/A,10,2008,Pneumatique,2009
1550,1544TR2010,Avenue de Monsieur Teste,50,214_013_02,08/10/08,14/10/08,Liberte-Laverune,194,201,1714,#N/A,10,2008,Pneumatique,2010
1549,1544TR2010,Avenue de Monsieur Teste,50,214_013_01,08/10/08,14/10/08,Laverune-Liberté,224,337,2391,#N/A,10,2008,Pneumatique,2010
1548,1544TR2201,Avenue de Monsieur Teste,50,212_008_02,08/10/08,14/10/08,Liberte-Laverune,291,215,1965,#N/A,10,2008,Pneumatique,2201
1547,1544TR2201,Avenue de Monsieur Teste,50,212_008_01,08/10/08,14/10/08,Laverune-Liberté,146,234,1545,#N/A,10,2008,Pneumatique,2201
1552,1544TR2009,Avenue de Monsieur Teste,50,210_006_02,08/10/08,14/10/08,Liberte-Laverune,156,169,1502,#N/A,10,2008,Pneumatique,2009
1432,1544TR2217,Avenue de Monsieur Teste,50,209_007_01,18/03/08,24/03/08,Recambale-Grèzes,143,166,1176,#N/A,3,2008,Pneumatique,2217
1433,1544TR6339,Avenue de Monsieur Teste,50,215_003_01,18/03/08,24/03/08,Grèzes-Recambale,147,219,1274,#N/A,3,2008,Pneumatique,6339
1383,1544TR2199,Avenue de Monsieur Teste,50,208_002_02,18/01/08,24/01/08,Laverune-Liberté,165,229,1513,#N/A,1,2008,Pneumatique,2199
1382,1544TR2199,Avenue de Monsieur Teste,50,208_002_01,18/01/08,24/01/08,Liberté-Lavérune,275,191,1881,#N/A,1,2008,Pneumatique,2199
1056,1544TR2200,Avenue de Monsieur Teste,50,216_002_01,16/05/06,22/05/06,Rosiers-Laverune,175,189,1640,#N/A,5,2006,Pneumatique,2200
1057,1544TR2200,Avenue de Monsieur Teste,50,216_002_02,16/05/06,22/05/06,Laverune-Rosiers,167,192,1428,#N/A,5,2006,Pneumatique,2200
2231,1511TR1581,Avenue de Maurin,50,223_001_01,11/01/11,17/01/11,Rabin-Cléophas,565,623,5758,#N/A,1,2011,Pneumatique,1581
2232,1511TR1581,Avenue de Maurin,50,223_001_02,11/01/11,17/01/11,Cléophas-Rabin,285,321,3085,#N/A,1,2011,Pneumatique,1581
1887,1511TR6005,Avenue de Maurin,50,208_009_01,11/12/09,17/12/09,Rabin-Cugnot,358,721,4280,#N/A,12,2009,Pneumatique,6005
1888,1511TR6005,Avenue de Maurin,50,208_009_02,11/12/09,17/12/09,Cugnot-Rabin,348,302,3054,#N/A,12,2009,Pneumatique,6005
1747,1511TR5727,Avenue de Maurin,50,223_005_02,22/04/09,28/04/09,Cholet-Cléophas,134,186,1234,#N/A,4,2009,Pneumatique,5727
1746,1511TR5727,Avenue de Maurin,50,223_005_01,22/04/09,28/04/09,Cléophas-Cholet,386,486,4706,#N/A,4,2009,Pneumatique,5727
1683,1511TR6765,Avenue de Maurin,50,214_002_01,03/02/09,09/02/09,Eglise-Castelle,128,265,1496,#N/A,2,2009,Pneumatique,6765
1684,1511TR6765,Avenue de Maurin,50,214_002_02,03/02/09,09/02/09,Castelle-Eglise,240,158,1299,#N/A,2,2009,Pneumatique,6765
1339,1511TR6766,Avenue de Maurin,50,215_012_02,23/11/07,29/11/07,Trotski-Castelle,161,284,1695,R.A.S,11,2007,Pneumatique,6766
1337,1511TR6005,Avenue de Maurin,50,202_007_01,23/11/07,29/11/07,Cugnot-Pierre,462,519,6086,R.A.S,11,2007,Pneumatique,6005
1338,1511TR6766,Avenue de Maurin,50,215_012_01,23/11/07,29/11/07,Castelle-Trotski,289,190,1529,R.A.S,11,2007,Pneumatique,6766
968,1511TR5682,Avenue de Maurin,50,104_003_01,01/02/06,07/02/06,Maurin-Rondelet,440,647,5212,#N/A,2,2006,Pneumatique,5682
837,1511TR1581,Avenue de Maurin,50,227_010_02,15/06/05,21/06/05,Rabin-Cugnot,419,557,4442,Tube coupé,6,2005,Pneumatique,1581
836,1511TR1581,Avenue de Maurin,50,227_010_01,15/06/05,21/06/05,Cugnot-Rabin,431,426,4115,Tube coupé,6,2005,Pneumatique,1581
2211,1412TR2524,Avenue de Louisville,50,212_001_01,05/01/11,11/01/11,Leyde-Heidelberg,327,176,1778,#N/A,1,2011,Pneumatique,2524
2212,1412TR2524,Avenue de Louisville,50,212_001_02,06/01/11,12/01/11,Heidelberg-Leyde,148,202,1578,#N/A,1,2011,Pneumatique,2524
2028,1412TR2504,Avenue de Louisville,50,224_005_01,30/04/10,06/05/10,Heidelberg-Schuman,249,265,2425,#N/A,4,2010,Pneumatique,2504
2029,1412TR2504,Avenue de Louisville,50,224_005_02,30/04/10,06/05/10,Schuman-Heidelberg,336,276,2516,#N/A,4,2010,Magnétique,2504
310,1412TR2524,Avenue de Louisville,50,LOUI.002,17/03/99,23/03/99,Heidelberg-Leyde,108,190,1746,#N/A,3,1999,Pneumatique,2524
309,1412TR2524,Avenue de Louisville,50,LOUI.001,17/03/99,23/03/99,Leyde-Heidelberg,205,171,2057,#N/A,3,1999,Pneumatique,2524
