"OBJECTID,N,10,0","IDENT,C,254","NOM,C,254","VLEGALE,N,19,8","REF,C,254","DDEBUT,D","DFIN,D","SENS,C,254","PHJM,N,19,8","PHJS,N,19,8","TJM,N,19,8","COMMENTAIR,C,254","MOIS,N,19,8","ANNEE,N,19,8","TYPECOMPTA,C,50","IDENTSIG,N,19,10"
1294,617TR2141,Rue des Bouisses,50,214_009_02,12/09/07,18/09/07,Yersin-Fajon,189,309,1800,R.A.S,9,2007,Pneumatique,2141
1293,617TR2141,Rue des Bouisses,50,214_009_01,12/09/07,18/09/07,Fajon-Yersin,336,288,2224,R.A.S,9,2007,Pneumatique,2141
1019,617TR2022,Rue des Bouisses,50,215_001_02,04/04/06,10/04/06,Yersin-Fajon,396,431,3633,#N/A,4,2006,Pneumatique,2022
1018,617TR2022,Rue des Bouisses,50,215_001_01,04/04/06,10/04/06,Fajon-Yersin,502,572,4764,#N/A,4,2006,Pneumatique,2022
1020,617TR2034,Rue des Bouisses,50,210_002_01,04/04/06,10/04/06,Fajon-Yersin,475,452,3839,#N/A,4,2006,Pneumatique,2034
1021,617TR2034,Rue des Bouisses,50,209_002_01,04/04/06,10/04/06,Yersin-Fajon,291,363,2765,#N/A,4,2006,Pneumatique,2034
839,617TR2022,Rue des Bouisses,50,846_005_02,15/06/05,21/06/05,Yersin-Fajon,285,361,2790,#N/A,6,2005,Pneumatique,2022
838,617TR2022,Rue des Bouisses,50,846_005_01,15/06/05,21/06/05,Fajon-Yersin,489,477,3926,#N/A,6,2005,Pneumatique,2022
827,617TR2141,Rue des Bouisses,50,227_009_02,02/06/05,08/06/05,Prunet-Yersin,343,295,2495,#N/A,6,2005,Pneumatique,2141
826,617TR2141,Rue des Bouisses,50,227_009_01,02/06/05,08/06/05,Yersin-Prunet,201,269,1908,#N/A,6,2005,Pneumatique,2141
488,617TR2022,Rue des Bouisses,50,BOUI.000.01,07/11/01,13/11/01,Yersin-Fajon,273,314,2421,#N/A,11,2001,Pneumatique,2022
489,617TR2022,Rue des Bouisses,50,BOUI.000.02,07/11/01,13/11/01,Fajon-Yersin,425,379,3310,#N/A,11,2001,Pneumatique,2022
3522,578TR3113,Rue des Bengalis,50,2065_013_02,03/09/13,09/09/13,Hermines_Martres,51,118,513,,9,2013,Magnétique,3113
3521,578TR3113,Rue des Bengalis,50,2033_011_01,03/09/13,09/09/13,Martres_Hermines,112,90,628,,9,2013,Magnétique,3113
2902,578TR3113,Rue des Bengalis,50,219_005_02,24/11/12,30/11/12,Martres-Hermines,121,85,812,0,11,2012,Pneumatique,3113
2901,578TR3113,Rue des Bengalis,50,219_005_01,24/11/12,30/11/12,Hermines-Martres,73,106,644,0,11,2012,Pneumatique,3113
297,578TR3113,Rue des Bengalis,50,BENG.002,02/02/99,08/02/99,Montasinos-Calendra,41,96,578,#N/A,2,1999,Pneumatique,3113
296,578TR3113,Rue des Bengalis,50,BENG.001,02/02/99,08/02/99,Calendra-Montasinos,124,70,641,#N/A,2,1999,Pneumatique,3113
1722,539TR2674,Rue des Baléares,50,211_004_02,13/03/09,19/03/09,Nice-Poitiers,164,143,1653,#N/A,3,2009,Pneumatique,2674
1721,539TR2674,Rue des Baléares,50,211_004_01,13/03/09,19/03/09,Poitiers-Nice,98,159,1204,#N/A,3,2009,Pneumatique,2674
392,539TR2674,Rue des Baléares,50,BALE.004,31/05/00,06/06/00,Baleares-Italie,17,17,119,#N/A,5,2000,Pneumatique,2674
1951,536TR12,Rue des Balances,50,217_002_01,08/02/10,14/02/10,Paume-Temple,56,20,154,#N/A,2,2010,Pneumatique,12
2643,527TR2321,Rue des Avelaniers,50,224_001_01,15/06/12,21/06/12,Rimbaud-Moulins,148,114,960,#N/A,6,2012,Pneumatique,2321
2648,527TR2321,Rue des Avelaniers,50,224_001_02,15/06/12,21/06/12,Moulins-Rimbaud,104,208,1067,#N/A,6,2012,Pneumatique,2321
2647,527TR2321,Rue des Avelaniers,50,224_001_01,15/06/12,21/06/12,Rimbaud-Moulins,145,114,960,#N/A,6,2012,Pneumatique,2321
2644,527TR2321,Rue des Avelaniers,50,224_001_02,15/06/12,21/06/12,Moulins-Rimbaud,104,208,1067,#N/A,6,2012,Pneumatique,2321
1731,527TR4476,Rue des Avelaniers,50,217_003_01,18/03/09,24/03/09,Moulins-Rimbaud,183,334,1758,#N/A,3,2009,Pneumatique,4476
1732,527TR4476,Rue des Avelaniers,50,217_003_02,18/03/09,24/03/09,Rimbaud-Moulins,320,264,1793,#N/A,3,2009,Pneumatique,4476
132,527TR2321,Rue des Avelaniers,50,AVEL.011,26/04/97,02/05/97,Rimbaud-Moulins,218,247,1117,#N/A,4,1997,Pneumatique,2321
134,527TR2321,Rue des Avelaniers,50,AVEL.021,26/04/97,02/05/97,Rimbaud-Moulins,222,228,1315,#N/A,4,1997,Pneumatique,2321
133,527TR2321,Rue des Avelaniers,50,AVEL..022,26/04/97,02/05/97,Moulins-Rimbaud,151,332,1341,#N/A,4,1997,Pneumatique,2321
131,527TR2321,Rue des Avelaniers,50,AVEL.001,26/04/97,02/05/97,Moulins-Rimbaud,45,343,1144,#N/A,4,1997,Pneumatique,2321
1618,471TR3819,Rue des Amaryllis,50,228_001_01,05/12/08,11/12/08,Milhau-Agriculture,29,32,289,#N/A,12,2008,Pneumatique,3819
1619,471TR3819,Rue des Amaryllis,50,228_001_02,05/12/08,11/12/08,Agriculture-Milhau,11,15,67,#N/A,12,2008,Pneumatique,3819
1107,469TR5551,Rue des Amarantes,50,211_004_01,27/06/06,03/07/06,Fabreges-Rethel,81,92,554,#N/A,6,2006,Pneumatique,5551
1108,469TR5551,Rue des Amarantes,50,211_004_02,27/06/06,03/07/06,Rethel-Fabreges,12,11,81,#N/A,6,2006,Pneumatique,5551
2916,431TR5483,Rue des Aiguerelles,50,216_006_01,05/12/12,11/12/12,Carnot-Palavas,93,112,724,0,12,2012,Pneumatique,5483
3121,2878TR3947,Rue d'Epidaure,50,2293_007_01,14/05/13,20/05/13,Semalen_Corfou,226,227,1222,#N/A,5,2013,Magnétique,3947
3122,2878TR3947,Rue d'Epidaure,50,2291_007_02,14/05/13,20/05/13,Corfou_Semalen,137,146,1214,#N/A,5,2013,Magnétique,3947
2738,2878TR3947,Rue d'Epidaure,50,2033_012_01,12/10/12,18/10/12,Semalen-Corfou,153,182,1290,#N/A,10,2012,Magnétique,3947
2739,2878TR3947,Rue d'Epidaure,50,2056_016_02,12/10/12,18/10/12,Corfou-Semalen,107,110,967,#N/A,10,2012,Magnétique,3947
2682,2878TR3947,Rue d'Epidaure,50,2056_013_02,07/09/12,13/09/12,Corfou-Semalen,94,123,1029,#N/A,9,2012,Magnétique,3947
2681,2878TR3947,Rue d'Epidaure,50,2033_009_01,07/09/12,13/09/12,Sémalen-Corfou,167,180,1355,#N/A,9,2012,Magnétique,3947
2668,2878TR3947,Rue d'Epidaure,50,2056_012_01,16/08/12,22/08/12,Semalen-Corfou,132,114,975,#N/A,8,2012,Magnétique,3947
2669,2878TR3947,Rue d'Epidaure,50,2021_008_02,16/08/12,22/08/12,Corfou-Semalen,72,125,1093,#N/A,8,2012,Magnétique,3947
735,2878TR3947,Rue d'Epidaure,50,872_010_01,25/06/04,01/07/04,Semalen-Mermoz,138,293,1343,Tube coupé,6,2004,Pneumatique,3947
736,2878TR3947,Rue d'Epidaure,50,872_010_02,25/06/04,01/07/04,Mermoz-Semalen,182,274,1758,Tube coupé,6,2004,Pneumatique,3947
2049,2738TR1188,Rue Denis Papin,50,218_005_01,02/06/10,08/06/10,Impasse-Lepine,20,29,147,#N/A,6,2010,Pneumatique,1188
2050,2738TR1188,Rue Denis Papin,50,218_005_02,02/06/10,08/06/10,Lepine-Impasse,13,11,39,#N/A,6,2010,Pneumatique,1188
1788,2738TR1192,Rue Denis Papin,30,216_001_01,17/06/09,23/06/09,Villalonga-Lepine,46,56,310,#N/A,6,2009,Pneumatique,1192
1789,2738TR1192,Rue Denis Papin,30,216_001_02,17/06/09,23/06/09,Lepine-Villalonga,102,71,501,#N/A,6,2009,Pneumatique,1192
1926,2137TR4075,Rue de Villefranche,50,227_002_01,25/01/10,31/01/10,Blanc-Verdanson,32,36,296,#N/A,1,2010,Pneumatique,4075
1959,2110TR920,Rue de Verdun,50,209-_003_01,08/02/10,14/02/10,Comedie-Ferry,24,12,107,#N/A,2,2010,Pneumatique,920
1960,2110TR920,Rue de Verdun,50,209_003_02,08/02/10,14/02/10,Ferry-Comédie,39,15,131,#N/A,2,2010,Pneumatique,920
1257,2037TR111,Rue de Tarragone,50,211_006_01,12/05/07,18/05/07,Méditerranee-Juvenal,33,47,357,R.A.S,5,2007,Pneumatique,111
1258,2037TR110,Rue de Tarragone,50,204_005_01,12/05/07,18/05/07,Barcelone-Juvenal,45,27,460,R.A.S,5,2007,Pneumatique,110
584,2037TR111,Rue de Tarragone,50,212_002_01,19/03/03,25/03/03,Mediterrannee-Juvenal,232,155,1245,#N/A,3,2003,Pneumatique,111
2040,2007TR2752,Rue de Sicile,50,216_009_02,09/06/10,15/06/10,Naples-Nice,16,20,132,#N/A,6,2010,Magnétique,2752
2039,2007TR2752,Rue de Sicile,50,216_009_01,09/06/10,15/06/10,Nice-Naples,20,13,113,#N/A,6,2010,Pneumatique,2752
883,2007TR2752,Rue de Sicile,50,864_015_02,20/10/05,26/10/05,Nice-Naples,13,20,143,#N/A,10,2005,Pneumatique,2752
882,2007TR2752,Rue de Sicile,50,864_015_01,20/10/05,26/10/05,Naples-Nice,28,18,149,#N/A,10,2005,Pneumatique,2752
3533,1979TR2500,Rue de Salamanque,50,2343_009_01,06/09/13,12/09/13,Salerne_Saragosse,94,57,538,,9,2013,Magnétique,2500
673,1978TR217,Rue de Salaison,50,227_001_01,23/01/04,29/01/04,Pommessargues-Pompignane,52,102,471,#N/A,1,2004,Pneumatique,217
674,1978TR217,Rue de Salaison,50,227_001_02,23/01/04,29/01/04,Pompignane-Pommessargues,19,5,38,#N/A,1,2004,Pneumatique,217
1249,1941TR1239,Rue de Saint Hilaire,50,215_004_01,28/04/07,04/05/07,Hilaire-Trinquat,4,6,168,Pluie,4,2007,Pneumatique,1239
1250,1941TR1239,Rue de Saint Hilaire,50,215_004_02,28/04/07,04/05/07,Trinquat-Hilaire,7,9,55,Pluie,4,2007,Pneumatique,1239
1248,1941TR1239,Rue de Saint Hilaire,50,214_004_02,28/04/07,04/05/07,Trinquat-Hilaire,11,9,78,Pluie,4,2007,Pneumatique,1239
1247,1941TR1239,Rue de Saint Hilaire,50,214_004_01,28/04/07,04/05/07,Hilaire-Trinquat,39,39,192,Pluie,4,2007,Pneumatique,1239
1245,1941TR1239,Rue de Saint Hilaire,50,212_009_01,28/04/07,04/05/07,Trinquat-Centrayrargues,249,189,1541,R.A.S,4,2007,Pneumatique,1239
1246,1941TR1239,Rue de Saint Hilaire,50,210_006_01,28/04/07,04/05/07,Trinquat-Centrayrargues,241,179,1483,R.A.S,4,2007,Pneumatique,1239
